PC1,PC2,Cluster,Age
-1.4213939910771427,2.073998011584462,0,75 or older
-1.3666918717938663,1.2229657157005263,0,65-74
-1.095541378261069,-0.4394852082960963,3,65-74
3.8128465966636234,-0.06704790671943792,2,75 or older
0.07248263257400633,2.5151039630884364,0,45-54
3.0657193147468145,-1.3044629324624157,2,65-74
0.020451603778662047,1.8789262092197416,0,45-54
0.7701076132666731,-1.2018552181727138,1,55-64
2.416554471728317,2.0997019207362984,2,65-74
-1.1393394154820298,0.18849262276097173,3,45-54
0.7701076132666731,-1.2018552181727138,1,75 or older
-1.1614150029273773,-0.0660028375030316,3,65-74
-0.09014769838436537,-0.8621387100690704,1,55-64
-1.7845869355955777,0.995050091376474,0,65-74
-0.09014769838436537,-0.8621387100690704,1,55-64
-0.09014769838436537,-0.8621387100690704,1,65-74
-1.7845869355955777,0.995050091376474,0,
1.3888218912583776,-0.026888185515809963,1,75 or older
2.1039328156285197,0.40775134064382096,2,
-0.8894833163304512,1.847222399789817,0,45-54
-1.636082218503421,1.0436138393254655,0,75 or older
0.8373133143559822,-0.7351050974762422,1,55-64
-0.2889370321876598,-0.7549176552296982,3,55-64
-1.636082218503421,1.0436138393254655,0,65-74
-0.014396703835426145,0.6870373927027554,0,
0.6707168183766855,1.4561490167647366,0,55-64
-0.8967520444577747,-0.5467062631354684,3,65-74
0.9621427939853725,0.5944555501435913,1,65-74
-1.132921173636099,2.220642925241867,0,65-74
1.0649583187587988,1.3738766043564796,0,75 or older
1.2053894778531689,-0.7725086674617139,1,65-74
-1.636082218503421,1.0436138393254655,0,55-64
-0.7758269068523825,0.7038973312218223,0,
5.213609919366981,5.1827610955441425,2,65-74
-0.781449795580758,1.535449254482977,0,55-64
-0.05772183397069073,-0.7791398710587243,1,65-74
-1.69608766240386,2.1626548467234192,0,75 or older
-1.7845869355955777,0.995050091376474,0,65-74
-1.2181871547017094,1.2715294636495176,0,75 or older
-0.7574338203944365,3.4885888834392635,0,65-74
-1.3066864278934271,0.10392470830257318,3,45-54
-0.5323748894933079,-0.3814971297776488,3,65-74
-0.8894833163304512,1.847222399789817,0,65-74
-0.475392820619876,1.3282617645586394,0,45-54
0.07243022047299788,0.7394366151412499,0,75 or older
-0.9679448237581788,0.05719185253351193,3,65-74
1.6614066644406635,-1.0965591693146006,1,45-54
-0.05772183397069073,-0.7791398710587243,1,
-0.6427262572107213,1.5185155801573749,0,55-64
-0.8967520444577747,-0.5467062631354684,3,65-74
-1.69608766240386,2.1626548467234192,0,65-74
-1.7845869355955777,0.995050091376474,0,55-64
1.2283922301165906,0.3640292383669264,1,55-64
0.6577247087871149,2.827587501870887,0,35-44
3.130730948072827,0.3841986638394684,2,65-74
-0.8643261800441001,-0.4637074241251224,3,55-64
0.2825935242874638,2.9218425146716833,0,75 or older
2.025191027934853,-0.5359738627925761,2,75 or older
-0.05772183397069073,-0.7791398710587243,1,75 or older
-1.0729157297356597,1.1016019178439131,0,65-74
-0.1406285425201212,0.14697608790835667,1,65-74
0.5388924150497033,-1.177633002343688,1,65-74
0.7701076132666731,-1.2018552181727138,1,55-64
-0.254395935523689,1.5605189685152345,0,65-74
0.7701076132666731,-1.2018552181727138,1,65-74
-0.9179771456217294,-0.43942336295508094,3,75 or older
-0.8294778724300118,0.7281813923918639,0,65-74
-0.9679448237581788,0.05719185253351193,3,65-74
2.1495700441038963,0.33074349570948475,2,35-44
-1.7845869355955777,0.995050091376474,0,65-74
-1.4458453314603292,0.9483172356074129,0,75 or older
0.277087735042161,1.377774196906766,0,75 or older
-1.69608766240386,2.1626548467234192,0,55-64
-1.3066864278934271,0.10392470830257318,3,55-64
-1.2214204468278165,1.0530381698949214,0,55-64
0.8182861816294207,0.4550102978107379,1,55-64
-0.8967520444577747,-0.5467062631354684,3,55-64
-1.095541378261069,-0.4394852082960963,3,65-74
-1.69608766240386,2.1626548467234192,0,65-74
-1.1614150029273773,-0.0660028375030316,3,45-54
3.633266334656363,1.0383684930965513,2,75 or older
3.7674466176965766,0.5595077243656973,2,55-64
0.7701076132666731,-1.2018552181727138,1,65-74
-1.69608766240386,2.1626548467234192,0,65-74
